MR_DSA_WEBHOOK_POST_COLLECTION_001, 1.0.0, , "Role `ROLE_WEBHOOK_POST_COLLECTION` is required"
MR_DSA_WEBHOOK_POST_COLLECTION_002, 1.0.0, , "Property `name` is required"
MR_DSA_WEBHOOK_POST_COLLECTION_003, 1.0.0, , "Property `name` is a string"
MR_DSA_WEBHOOK_POST_COLLECTION_004, 1.0.0, , "Property `name` has a min length of 2 characters"
MR_DSA_WEBHOOK_POST_COLLECTION_005, 1.0.0, , "Property `name` has a max length of 255 characters"
MR_DSA_WEBHOOK_POST_COLLECTION_006, 1.0.0, , "Property `url` is required"
MR_DSA_WEBHOOK_POST_COLLECTION_007, 1.0.0, , "Property `url` is a string"
MR_DSA_WEBHOOK_POST_COLLECTION_008, 1.0.0, , "Property `url` has a min length of 2 characters"
MR_DSA_WEBHOOK_POST_COLLECTION_009, 1.0.0, , "Property `url` has a max length of 255 characters"
MR_DSA_WEBHOOK_POST_COLLECTION_010, 1.0.0, , "Property `eventType` is required"
MR_DSA_WEBHOOK_POST_COLLECTION_011, 1.0.0, , "Property `eventType` must be a valid uuid"
MR_DSA_WEBHOOK_POST_COLLECTION_012, 1.0.0, , "Property `eventType` has a min length of 2 characters"
MR_DSA_WEBHOOK_POST_COLLECTION_013, 1.0.0, , "Property `eventType` has a max length of 255 characters"
MR_DSA_WEBHOOK_POST_COLLECTION_014, 1.0.0, , "Property `resourceClass` is required"
MR_DSA_WEBHOOK_POST_COLLECTION_015, 1.0.0, , "Property `resourceClass` must be a valid uuid"
MR_DSA_WEBHOOK_POST_COLLECTION_016, 1.0.0, , "Property `resourceClass` has a min length of 2 characters"
MR_DSA_WEBHOOK_POST_COLLECTION_017, 1.0.0, , "Property `resourceClass` has a max length of 255 characters"
MR_DSA_WEBHOOK_POST_COLLECTION_018, 1.0.0, , "Property `userGroup` is required"
MR_DSA_WEBHOOK_POST_COLLECTION_019, 1.0.0, , "Property `userGroup` should be a valid IRI to a User Group"
MR_DSA_WEBHOOK_POST_COLLECTION_020, 1.0.0, , "Property `code` is required"
MR_DSA_WEBHOOK_POST_COLLECTION_021, 1.0.0, , "Property `code` must be a valid uuid"
